"   ";"PAY";"CNT";"PAY_DATE"
"611";"20141101,93";"30618";"02.09.2013"
"612";"17723769,23";"25256";"03.09.2013"
"613";"15680825,31";"21325";"04.09.2013"
"614";"13819886,19";"18224";"05.09.2013"
"615";"12461109,33";"17090";"06.09.2013"
"616";"9636341,23";"12507";"07.09.2013"
"617";"878428,94";"1193";"08.09.2013"
"618";"13743514,48";"18564";"09.09.2013"
"619";"13715173,69";"17910";"10.09.2013"
"620";"13068228,87";"17739";"11.09.2013"
"621";"13327536,94";"18806";"12.09.2013"
"622";"13572544,19";"20993";"13.09.2013"
"623";"13149185,64";"21825";"14.09.2013"
"624";"1065083,23";"1949";"15.09.2013"
"625";"27750167,16";"57278";"16.09.2013"
"626";"32090899,09";"67140";"17.09.2013"
"627";"34891049,57";"74316";"18.09.2013"
"628";"37138840,65";"78736";"19.09.2013"
"629";"35200599,7";"75912";"20.09.2013"
"630";"29349716,89";"61004";"21.09.2013"
"631";"2705432,97";"5123";"22.09.2013"
"632";"39561739,4";"84448";"23.09.2013"
"633";"37968589,75";"80314";"24.09.2013"
"634";"38230907,55";"77309";"25.09.2013"
"635";"33690976,22";"66813";"26.09.2013"
"636";"34018983,74";"65327";"27.09.2013"
"637";"28658136,31";"54584";"28.09.2013"
"638";"2731690,87";"5118";"29.09.2013"
"639";"43147197,1";"81075";"30.09.2013"
"640";"26267311,44";"38771";"01.10.2013"
"641";"21837429,12";"29887";"02.10.2013"
"642";"17381192,74";"23172";"03.10.2013"
"643";"15564054,11";"20256";"04.10.2013"
"644";"11962606,95";"15581";"05.10.2013"
"645";"1618186,19";"2133";"06.10.2013"
"646";"15809948,71";"19750";"07.10.2013"
"647";"14694374,02";"18649";"08.10.2013"
"648";"13229716,3";"16266";"09.10.2013"
"649";"13710793,29";"17066";"10.10.2013"
"650";"12963247,74";"15728";"11.10.2013"
"651";"10659599,51";"12997";"12.10.2013"
"652";"1551826,34";"2017";"13.10.2013"
"653";"15113924,35";"20641";"14.10.2013"
"654";"12679074,01";"19438";"15.10.2013"
"655";"27283794,33";"48456";"16.10.2013"
"656";"31474964,68";"62031";"17.10.2013"
"657";"35965900,42";"73063";"18.10.2013"
"658";"35648353,97";"69073";"19.10.2013"
"659";"5814281,91";"11461";"20.10.2013"
"660";"45710160,29";"93766";"21.10.2013"
"661";"46674632,04";"93350";"22.10.2013"
"662";"42841666,79";"83927";"23.10.2013"
"663";"40762200,17";"78456";"24.10.2013"
"664";"37165742,84";"70006";"25.10.2013"
"665";"31569423,71";"57552";"26.10.2013"
"666";"4254913,71";"7466";"27.10.2013"
"667";"39517428,17";"73158";"28.10.2013"
"668";"32297529,32";"57521";"29.10.2013"
"669";"36961354,72";"64423";"30.10.2013"
"670";"32799768,11";"54509";"31.10.2013"
"671";"20113035,08";"26805";"01.11.2013"
"672";"16233803,51";"21363";"02.11.2013"
"673";"1677182,07";"2196";"03.11.2013"
"674";"1165937,96";"1414";"04.11.2013"
"675";"20430132,32";"25251";"05.11.2013"
"676";"18134837,59";"21989";"06.11.2013"
"677";"15398399,67";"18369";"07.11.2013"
"678";"14290914,35";"17359";"08.11.2013"
"679";"14398600,39";"17262";"09.11.2013"
"680";"2042435,15";"2487";"10.11.2013"
"681";"16775000,36";"20191";"11.11.2013"
"682";"15597088,89";"19324";"12.11.2013"
"683";"15722528,75";"20129";"13.11.2013"
"684";"16815512,42";"23459";"14.11.2013"
"685";"22994167,67";"34138";"15.11.2013"
"686";"25995008,62";"40965";"16.11.2013"
"687";"4895810,3";"8074";"17.11.2013"
"688";"45725576,2";"83989";"18.11.2013"
"689";"50429080,8";"90658";"19.11.2013"
"690";"52321123,55";"93568";"20.11.2013"
"691";"49022924,77";"85708";"21.11.2013"
"692";"47895737,66";"84679";"22.11.2013"
"693";"40682345,71";"71758";"23.11.2013"
"694";"6345804,67";"10740";"24.11.2013"
"695";"51427810,19";"89849";"25.11.2013"
"696";"44609881,83";"74034";"26.11.2013"
"697";"37671669,32";"61770";"27.11.2013"
"698";"37149826,89";"60293";"28.11.2013"
"699";"41720329,67";"66285";"29.11.2013"
"700";"36661330,91";"56123";"30.11.2013"
"701";"3836977,16";"5070";"01.12.2013"
"702";"25508303,36";"31986";"02.12.2013"
"703";"21142687,27";"25116";"03.12.2013"
"704";"18538275,3";"21740";"04.12.2013"
"705";"16088523,23";"18155";"05.12.2013"
"706";"16019899,91";"17214";"06.12.2013"
"707";"14091993,49";"16010";"07.12.2013"
"708";"2063177,42";"2338";"08.12.2013"
"709";"16287813,64";"18437";"09.12.2013"
"710";"15887567,33";"17595";"10.12.2013"
"711";"15781937,83";"18234";"11.12.2013"
"712";"17399982,7";"20945";"12.12.2013"
"713";"17646659,48";"23070";"13.12.2013"
"714";"20957705,76";"28400";"14.12.2013"
"715";"4026781,06";"6223";"15.12.2013"
"716";"38549109";"62600";"16.12.2013"
"717";"45209905,27";"75509";"17.12.2013"
"718";"49344226,71";"84166";"18.12.2013"
"719";"50542329";"85362";"19.12.2013"
"720";"53327381,33";"89808";"20.12.2013"
"721";"47403741,58";"78390";"21.12.2013"
"722";"8076428,23";"13107";"22.12.2013"
"723";"61197135,75";"100982";"23.12.2013"
"724";"58460592,35";"94407";"24.12.2013"
"725";"54684343,81";"86010";"25.12.2013"
"726";"50797437,9";"75205";"26.12.2013"
"727";"49321414,19";"71009";"27.12.2013"
"728";"46078854,68";"64900";"28.12.2013"
"729";"11470859,15";"15611";"29.12.2013"
"730";"55266956,11";"73678";"30.12.2013"
"731";"6141737,67";"8358";"31.12.2013"
"732";"408049,95";"515";"01.01.2014"
"733";"397593,46";"424";"02.01.2014"
"734";"525493,21";"558";"03.01.2014"
"735";"1017390,67";"1345";"04.01.2014"
"736";"197668,69";"261";"05.01.2014"
"737";"178773,24";"174";"06.01.2014"
"738";"97459,87";"101";"07.01.2014"
"739";"153866,06";"176";"08.01.2014"
"740";"33569818,72";"39714";"09.01.2014"
"741";"22515691,89";"25418";"10.01.2014"
"742";"17957037,64";"20137";"11.01.2014"
"743";"2346207,5";"2717";"12.01.2014"
"744";"19311617,52";"23025";"13.01.2014"
"745";"19345861,93";"25457";"14.01.2014"
"746";"23622712,7";"32938";"15.01.2014"
"747";"26441290,69";"38875";"16.01.2014"
"748";"28900621,92";"45215";"17.01.2014"
"749";"31543418,88";"51128";"18.01.2014"
"750";"7099864,2";"12075";"19.01.2014"
"751";"55428810,52";"98062";"20.01.2014"
"752";"63001131,51";"110330";"21.01.2014"
"753";"64326464,99";"110838";"22.01.2014"
"754";"60213050,68";"102543";"23.01.2014"
"755";"61212207,45";"103626";"24.01.2014"
"756";"50477787,8";"84515";"25.01.2014"
"757";"7664587,3";"12356";"26.01.2014"
"758";"57899938,58";"94538";"27.01.2014"
"759";"52297827,38";"82961";"28.01.2014"
"760";"45850926,23";"71279";"29.01.2014"
"761";"43817513,64";"67406";"30.01.2014"
"762";"42019568,89";"61376";"31.01.2014"
"763";"24778584,29";"31072";"01.02.2014"
"764";"3808113,4";"4405";"02.02.2014"
"765";"25529048,67";"29827";"03.02.2014"
"766";"21242278,55";"23177";"04.02.2014"
"767";"19982246,3";"21822";"05.02.2014"
"768";"18071975,37";"19413";"06.02.2014"
"769";"15880499,93";"16979";"07.02.2014"
"770";"14052229,15";"15686";"08.02.2014"
"771";"2380488,01";"2715";"09.02.2014"
"772";"19950768,02";"21363";"10.02.2014"
"773";"18315298,91";"20368";"11.02.2014"
"774";"18530731,77";"21403";"12.02.2014"
"775";"18502371,59";"23494";"13.02.2014"
"776";"24621778,97";"34400";"14.02.2014"
"777";"28690157,95";"42348";"15.02.2014"
"778";"5713272,81";"8841";"16.02.2014"
"779";"49513614,92";"79810";"17.02.2014"
"780";"55886741,3";"89704";"18.02.2014"
"781";"60560926,9";"95692";"19.02.2014"
"782";"60350735,91";"95572";"20.02.2014"
"783";"60213395,32";"96071";"21.02.2014"
"784";"50980214,84";"80627";"22.02.2014"
"785";"4618812,61";"6780";"23.02.2014"
"786";"70821184,98";"114715";"24.02.2014"
"787";"70623285,28";"110568";"25.02.2014"
"788";"66445942,83";"101702";"26.02.2014"
"789";"65120715,11";"97500";"27.02.2014"
"790";"63664770,35";"91366";"28.02.2014"
"791";"31732861,21";"41581";"01.03.2014"
"792";"4639424,4";"5776";"02.03.2014"
"793";"32008638,1";"38329";"03.03.2014"
"794";"25295905,75";"29054";"04.03.2014"
"795";"21945824,8";"24514";"05.03.2014"
"796";"20224011,69";"22029";"06.03.2014"
"797";"17319811,38";"20128";"07.03.2014"
"798";"1059910,57";"1235";"08.03.2014"
"799";"2331118,85";"2779";"09.03.2014"
"800";"8659266,21";"10536";"10.03.2014"
"801";"21266258,25";"24139";"11.03.2014"
"802";"20140274,6";"23026";"12.03.2014"
"803";"19924150,98";"23602";"13.03.2014"
"804";"20489444,83";"28464";"14.03.2014"
"805";"22582248,62";"32930";"15.03.2014"
"806";"4799270,69";"7505";"16.03.2014"
"807";"47080964,18";"79588";"17.03.2014"
"808";"50289080,21";"86090";"18.03.2014"
"809";"58059031,03";"101462";"19.03.2014"
"810";"60733541,4";"103787";"20.03.2014"
"811";"57241685,08";"97137";"21.03.2014"
"812";"50120690,87";"86047";"22.03.2014"
"813";"8012075,63";"13370";"23.03.2014"
"814";"66139169,79";"111694";"24.03.2014"
"815";"61086102,6";"100476";"25.03.2014"
"816";"51680852,07";"82339";"26.03.2014"
"817";"46059980,3";"72857";"27.03.2014"
"818";"45007789,13";"70224";"28.03.2014"
"819";"36092707,35";"56913";"29.03.2014"
"820";"6338051,85";"9843";"30.03.2014"
"821";"49665302,65";"73853";"31.03.2014"
"822";"30098590,03";"36763";"01.04.2014"
"823";"24264929,73";"26796";"02.04.2014"
"824";"19942249,8";"22000";"03.04.2014"
"825";"18413318,32";"20125";"04.04.2014"
"826";"15702825,11";"17187";"05.04.2014"
"827";"2694481,76";"3027";"06.04.2014"
"828";"19357856,66";"21150";"07.04.2014"
"829";"17839704,04";"18866";"08.04.2014"
"830";"16810135,15";"18677";"09.04.2014"
"831";"18037231,59";"20379";"10.04.2014"
"832";"18958682,79";"23006";"11.04.2014"
"833";"14735871,72";"19526";"12.04.2014"
"834";"2898112,58";"3742";"13.04.2014"
"835";"23749921,04";"33218";"14.04.2014"
"836";"28803432,87";"44822";"15.04.2014"
"837";"39039052,14";"63702";"16.04.2014"
"838";"43109912,43";"74011";"17.04.2014"
"839";"50240796,92";"90459";"18.04.2014"
"840";"41005075,88";"72256";"19.04.2014"
"841";"6713287,37";"11533";"20.04.2014"
"842";"57579971,56";"104690";"21.04.2014"
"843";"59140417,13";"104549";"22.04.2014"
"844";"56023708,02";"96818";"23.04.2014"
"845";"57401881,82";"97523";"24.04.2014"
"846";"53132304,76";"90454";"25.04.2014"
"847";"38472014,58";"63704";"26.04.2014"
"848";"6587173,94";"10700";"27.04.2014"
"849";"54936003,55";"90390";"28.04.2014"
"850";"55478920,32";"86955";"29.04.2014"
"851";"55348362,34";"81189";"30.04.2014"
"852";"3196481,87";"3776";"01.05.2014"
"853";"2197255,87";"2704";"02.05.2014"
"854";"2322077,9";"2843";"03.05.2014"
"855";"2148063,13";"2668";"04.05.2014"
"856";"32725427,65";"40061";"05.05.2014"
"857";"26420557,96";"30547";"06.05.2014"
"858";"22466098,3";"25942";"07.05.2014"
"859";"19650814,22";"22903";"08.05.2014"
"860";"1482521,4";"1623";"09.05.2014"
"861";"4893234,02";"6089";"10.05.2014"
"862";"2407507,01";"2948";"11.05.2014"
"863";"21549364,86";"25171";"12.05.2014"
"864";"21528360,23";"26375";"13.05.2014"
"865";"21376840,58";"28235";"14.05.2014"
"866";"24372975,95";"33554";"15.05.2014"
"867";"26912677,43";"39802";"16.05.2014"
"868";"24434354,96";"39937";"17.05.2014"
"869";"4996090,8";"8869";"18.05.2014"
"870";"48121650,86";"90438";"19.05.2014"
"871";"53057512,87";"97405";"20.05.2014"
"872";"52495874,14";"95642";"21.05.2014"
"873";"54604728,9";"100573";"22.05.2014"
"874";"52339808,86";"97154";"23.05.2014"
"875";"37167709,97";"69882";"24.05.2014"
"876";"6816125,84";"12545";"25.05.2014"
"877";"54990170,84";"100895";"26.05.2014"
"878";"49002958,68";"86832";"27.05.2014"
"879";"40781980,88";"68916";"28.05.2014"
"880";"47819753,02";"82334";"29.05.2014"
"881";"49589419,12";"82867";"30.05.2014"
"882";"33299320,67";"54067";"31.05.2014"
"883";"3898638,26";"5122";"01.06.2014"
"884";"28651409,35";"38050";"02.06.2014"
"885";"23521734,07";"30503";"03.06.2014"
"886";"20410712,56";"24604";"04.06.2014"
"887";"18885710,02";"22266";"05.06.2014"
"888";"17311146,1";"20451";"06.06.2014"
"889";"11388951,4";"13984";"07.06.2014"
"890";"1934454,74";"2296";"08.06.2014"
"891";"18179135,93";"22096";"09.06.2014"
"892";"18908357,71";"22360";"10.06.2014"
"893";"20935566,53";"26186";"11.06.2014"
"894";"2237352,67";"2703";"12.06.2014"
"895";"9349714,62";"16064";"13.06.2014"
"896";"11931651,4";"21928";"14.06.2014"
"897";"5282091,02";"9761";"15.06.2014"
"898";"45788433,67";"87282";"16.06.2014"
"899";"52414645,58";"98710";"17.06.2014"
"900";"52438090,75";"99478";"18.06.2014"
"901";"50146083,98";"94538";"19.06.2014"
"902";"51316783,09";"95494";"20.06.2014"
"903";"39836909,07";"73676";"21.06.2014"
"904";"4538160,28";"8133";"22.06.2014"
"905";"48422611,67";"91910";"23.06.2014"
"906";"46491553,69";"86057";"24.06.2014"
"907";"46581824,36";"82918";"25.06.2014"
"908";"45695852,69";"78324";"26.06.2014"
"909";"43464649,41";"75750";"27.06.2014"
"910";"34163626,89";"58795";"28.06.2014"
"911";"5084004,98";"8354";"29.06.2014"
"912";"54310174,94";"88175";"30.06.2014"
"913";"34465104,41";"46009";"01.07.2014"
"914";"25871985,02";"32853";"02.07.2014"
"915";"21250726,42";"26371";"03.07.2014"
"916";"17553994,15";"21284";"04.07.2014"
"917";"13845568,09";"16868";"05.07.2014"
"918";"1990944,44";"2527";"06.07.2014"
"919";"17588697,17";"21424";"07.07.2014"
"920";"17133193,05";"20025";"08.07.2014"
"921";"15031991,19";"18846";"09.07.2014"
"922";"17549846,78";"21934";"10.07.2014"
"923";"17528913,04";"23029";"11.07.2014"
"924";"12424723,43";"17416";"12.07.2014"
"925";"2006250,15";"2789";"13.07.2014"
"926";"24199425,05";"38987";"14.07.2014"
"927";"29692998,63";"52366";"15.07.2014"
"928";"36766931,33";"64525";"16.07.2014"
"929";"43203146,64";"82669";"17.07.2014"
"930";"44670130,91";"86981";"18.07.2014"
"931";"33812134,78";"66820";"19.07.2014"
"932";"5948666,5";"11108";"20.07.2014"
"933";"50704662,67";"99880";"21.07.2014"
"934";"48230130,91";"91895";"22.07.2014"
"935";"44117938,12";"81979";"23.07.2014"
"936";"41047638,03";"76016";"24.07.2014"
"937";"37884834,24";"69466";"25.07.2014"
"938";"22457283,43";"41954";"26.07.2014"
"939";"3145879,83";"5660";"27.07.2014"
"940";"39882376,88";"72365";"28.07.2014"
"941";"37779739,94";"67825";"29.07.2014"
"942";"36979817,11";"65387";"30.07.2014"
"943";"34212967,59";"56791";"31.07.2014"
"944";"22178203,43";"31052";"01.08.2014"
"945";"12868529,62";"17515";"02.08.2014"
"946";"2653565,98";"3564";"03.08.2014"
"947";"20539980,36";"27130";"04.08.2014"
"948";"19504155,91";"24524";"05.08.2014"
"949";"17747421,09";"21495";"06.08.2014"
"950";"15429615,91";"18175";"07.08.2014"
"951";"14385040,22";"17462";"08.08.2014"
"952";"10706374,07";"13967";"09.08.2014"
"953";"2012878,01";"2803";"10.08.2014"
"954";"17584873,52";"21987";"11.08.2014"
"955";"17870528,72";"22581";"12.08.2014"
"956";"17576960,57";"25729";"13.08.2014"
"957";"21495640,3";"35215";"14.08.2014"
"958";"27675628,38";"49847";"15.08.2014"
"959";"24313885,47";"46588";"16.08.2014"
"960";"4416293,35";"7789";"17.08.2014"
"961";"46249749,06";"96966";"18.08.2014"
"962";"47819832,01";"97395";"19.08.2014"
"963";"50412315,76";"102252";"20.08.2014"
"964";"46051064,81";"90634";"21.08.2014"
"965";"40317952,29";"80654";"22.08.2014"
"966";"31808546,4";"63698";"23.08.2014"
"967";"4779400,32";"9113";"24.08.2014"
"968";"45336694,06";"91474";"25.08.2014"
"969";"40613862,57";"78042";"26.08.2014"
"970";"37882104,46";"70189";"27.08.2014"
"971";"37063536,51";"68638";"28.08.2014"
"972";"35968745,3";"66642";"29.08.2014"
"973";"28717782,38";"52703";"30.08.2014"
"974";"3887976,07";"7135";"31.08.2014"
"975";"29221655,07";"43835";"01.09.2014"
"976";"23332833,02";"32130";"02.09.2014"
"977";"19875898,21";"25958";"03.09.2014"
"978";"17122245,83";"21982";"04.09.2014"
"979";"16531324,54";"20602";"05.09.2014"
"980";"11600255,31";"15163";"06.09.2014"
"981";"1668245,18";"2147";"07.09.2014"
"982";"17211469,02";"21140";"08.09.2014"
"983";"16267302,93";"20460";"09.09.2014"
"984";"16476797,14";"20528";"10.09.2014"
"985";"16467047,87";"20447";"11.09.2014"
"986";"15760775,17";"20674";"12.09.2014"
"987";"12389316,31";"17655";"13.09.2014"
"988";"1604714,49";"2336";"14.09.2014"
"989";"26995509,89";"46536";"15.09.2014"
"990";"33437029,65";"60496";"16.09.2014"
"991";"36401502,69";"70032";"17.09.2014"
"992";"39990288,07";"79629";"18.09.2014"
"993";"41837828,04";"86296";"19.09.2014"
"994";"34455752,4";"69836";"20.09.2014"
"995";"5444029,07";"10591";"21.09.2014"
"996";"46813984,15";"97863";"22.09.2014"
"997";"41178622,62";"83558";"23.09.2014"
"998";"46110336,98";"95418";"24.09.2014"
"999";"44135363,4";"88622";"25.09.2014"
"1000";"39783161,09";"78005";"26.09.2014"
"1001";"30478000,64";"59028";"27.09.2014"
"1002";"6279552,73";"11135";"28.09.2014"
"1003";"49810392,84";"97045";"29.09.2014"
"1004";"48144351,2";"87495";"30.09.2014"
"1005";"31077666,18";"45555";"01.10.2014"
"1006";"23763082,02";"32291";"02.10.2014"
"1007";"19687845,55";"26592";"03.10.2014"
"1008";"15335325,66";"19982";"04.10.2014"
"1009";"3063385,01";"4038";"05.10.2014"
"1010";"20767566,95";"26582";"06.10.2014"
"1011";"19285131,52";"23526";"07.10.2014"
"1012";"16868623,71";"20202";"08.10.2014"
"1013";"16858632,53";"20427";"09.10.2014"
"1014";"15321827,28";"19162";"10.10.2014"
"1015";"14144357,08";"17790";"11.10.2014"
"1016";"4805772,86";"6171";"12.10.2014"
"1017";"19044261,79";"24303";"13.10.2014"
"1018";"19692826,22";"27689";"14.10.2014"
"1019";"27089911,07";"41503";"15.10.2014"
"1020";"32419129,59";"53807";"16.10.2014"
"1021";"38605354,55";"69276";"17.10.2014"
"1022";"37674859,04";"67365";"18.10.2014"
"1023";"8174674,22";"14133";"19.10.2014"
"1024";"55800090,66";"105803";"20.10.2014"
"1025";"57472701,74";"106912";"21.10.2014"
"1026";"57116580,93";"104083";"22.10.2014"
"1027";"52801761,09";"94735";"23.10.2014"
"1028";"47336412,45";"85221";"24.10.2014"
"1029";"45139184,51";"79561";"25.10.2014"
"1030";"8249116,72";"13532";"26.10.2014"
"1031";"50115921,86";"85855";"27.10.2014"
"1032";"44799956,05";"73952";"28.10.2014"
"1033";"42168250,09";"70057";"29.10.2014"
"1034";"40296749,03";"65086";"30.10.2014"
"1035";"41910133,8";"62902";"31.10.2014"
"1036";"21416786,02";"27506";"01.11.2014"
"1037";"4027037,46";"5145";"02.11.2014"
"1038";"7228435,29";"9456";"03.11.2014"
"1039";"1883384,15";"2228";"04.11.2014"
"1040";"28609042,54";"34083";"05.11.2014"
"1041";"21966557,57";"25102";"06.11.2014"
"1042";"20196794,92";"23071";"07.11.2014"
"1043";"16111439,71";"19190";"08.11.2014"
"1044";"3717265,44";"4422";"09.11.2014"
"1045";"22265702,33";"25767";"10.11.2014"
"1046";"18943566,04";"20916";"11.11.2014"
"1047";"20047040,25";"23392";"12.11.2014"
"1048";"21186375,74";"27966";"13.11.2014"
"1049";"26763622,22";"39233";"14.11.2014"
"1050";"29062100,66";"45516";"15.11.2014"
"1051";"8128869,04";"12596";"16.11.2014"
"1052";"49645930,84";"87039";"17.11.2014"
"1053";"51754693,39";"91024";"18.11.2014"
"1054";"56328230,35";"96327";"19.11.2014"
"1055";"57763837,39";"99482";"20.11.2014"
"1056";"51624400,36";"90011";"21.11.2014"
"1057";"50116086,95";"85079";"22.11.2014"
"1058";"10571487,32";"17117";"23.11.2014"
"1059";"59506732,21";"103019";"24.11.2014"
"1060";"56014819,83";"92585";"25.11.2014"
"1061";"56678106,63";"89860";"26.11.2014"
"1062";"46785610,95";"73668";"27.11.2014"
"1063";"48739946,87";"75163";"28.11.2014"
"1064";"50382715,8";"76031";"29.11.2014"
"1065";"10740762,27";"16068";"30.11.2014"
"1066";"36547601,69";"45981";"01.12.2014"
"1067";"27077978,38";"32448";"02.12.2014"
"1068";"23671601,24";"26193";"03.12.2014"
"1069";"19742266,34";"21707";"04.12.2014"
"1070";"19132714,43";"21093";"05.12.2014"
"1071";"16338131,85";"18469";"06.12.2014"
"1072";"3483749,55";"4032";"07.12.2014"
"1073";"21191596,01";"22050";"08.12.2014"
"1074";"18959569,8";"20406";"09.12.2014"
"1075";"19798596,8";"21313";"10.12.2014"
"1076";"19076841,43";"20626";"11.12.2014"
"1077";"20456175,5";"24401";"12.12.2014"
"1078";"19490344,14";"25240";"13.12.2014"
"1079";"7048453,03";"9870";"14.12.2014"
"1080";"41298146,26";"66406";"15.12.2014"
"1081";"49126352,93";"80870";"16.12.2014"
"1082";"52437997,62";"87401";"17.12.2014"
"1083";"55897696,58";"92617";"18.12.2014"
"1084";"60119261,57";"101550";"19.12.2014"
"1085";"56044632,99";"92297";"20.12.2014"
"1086";"13000432,31";"20985";"21.12.2014"
"1087";"69465957,68";"114717";"22.12.2014"
"1088";"64807763,76";"105878";"23.12.2014"
"1089";"62107597,94";"98107";"24.12.2014"
"1090";"55567647,52";"84933";"25.12.2014"
"1091";"53361463,64";"77852";"26.12.2014"
"1092";"48820788,47";"69504";"27.12.2014"
"1093";"16188207,6";"20972";"28.12.2014"
"1094";"62131130,25";"82569";"29.12.2014"
"1095";"62133994,15";"75675";"30.12.2014"
"1096";"9643326,11";"12191";"31.12.2014"
"1097";"882751,33";"908";"01.01.2015"
"1098";"977552,75";"1019";"02.01.2015"
"1099";"1053640,4";"1108";"03.01.2015"
"1100";"840189,81";"862";"04.01.2015"
"1101";"8110103,4";"10584";"05.01.2015"
"1102";"2559462,55";"3161";"06.01.2015"
"1103";"1131348,97";"1418";"07.01.2015"
"1104";"1983340,48";"2588";"08.01.2015"
"1105";"19010725,85";"21946";"09.01.2015"
"1106";"11154574,57";"13210";"10.01.2015"
"1107";"3847763,75";"4432";"11.01.2015"
"1108";"27265284,21";"29934";"12.01.2015"
"1109";"22085198,22";"23849";"13.01.2015"
"1110";"22639642,02";"27575";"14.01.2015"
"1111";"31449802,94";"43858";"15.01.2015"
"1112";"38800204,31";"61389";"16.01.2015"
"1113";"38811738,81";"63331";"17.01.2015"
"1114";"8580407,42";"13451";"18.01.2015"
"1115";"65776285,24";"110509";"19.01.2015"
"1116";"70157826,4";"117446";"20.01.2015"
"1117";"65535163,97";"107103";"21.01.2015"
"1118";"61016091,02";"98447";"22.01.2015"
"1119";"63483339,79";"104039";"23.01.2015"
"1120";"56044031,13";"91703";"24.01.2015"
"1121";"12362040,57";"19793";"25.01.2015"
"1122";"59549332,37";"94258";"26.01.2015"
"1123";"57501056,31";"87856";"27.01.2015"
"1124";"49095211,82";"72945";"28.01.2015"
"1125";"44911461,09";"64919";"29.01.2015"
"1126";"44904632,34";"63080";"30.01.2015"
"1127";"37431764,96";"51291";"31.01.2015"
"1128";"6572129,11";"7620";"01.02.2015"
"1129";"31995276,18";"36744";"02.02.2015"
"1130";"24775150,42";"26224";"03.02.2015"
"1131";"19563582,56";"20647";"04.02.2015"
"1132";"21066516,88";"21711";"05.02.2015"
"1133";"17518031,67";"18189";"06.02.2015"
"1134";"15046533,17";"16438";"07.02.2015"
"1135";"3680620,21";"4218";"08.02.2015"
"1136";"19093382,09";"21076";"09.02.2015"
"1137";"19193766,82";"20805";"10.02.2015"
"1138";"19764643,62";"20964";"11.02.2015"
"1139";"17840059,44";"20612";"12.02.2015"
"1140";"19812014,29";"24663";"13.02.2015"
"1141";"19352485,94";"25250";"14.02.2015"
"1142";"5558280,99";"7427";"15.02.2015"
"1143";"37099838,04";"55138";"16.02.2015"
"1144";"47751334,56";"74662";"17.02.2015"
"1145";"51953521,52";"82730";"18.02.2015"
"1146";"62959623,89";"100609";"19.02.2015"
"1147";"59383892,04";"96289";"20.02.2015"
"1148";"52675847,02";"83926";"21.02.2015"
"1149";"9002252,03";"14365";"22.02.2015"
"1150";"12938707,8";"20317";"23.02.2015"
"1151";"74293866,41";"121938";"24.02.2015"
"1152";"72943832,64";"114532";"25.02.2015"
"1153";"79945141,86";"121051";"26.02.2015"
"1154";"77721608,18";"115441";"27.02.2015"
"1155";"64014641,9";"92324";"28.02.2015"
"1156";"14266285,23";"19012";"01.03.2015"
"1157";"46280400,31";"58328";"02.03.2015"
"1158";"33588370,29";"40347";"03.03.2015"
"1159";"28251198,36";"31961";"04.03.2015"
"1160";"23562781,6";"27644";"05.03.2015"
"1161";"20101621,27";"23344";"06.03.2015"
"1162";"14579849,31";"16993";"07.03.2015"
"1163";"2835230,05";"3354";"08.03.2015"
"1164";"6056396,49";"6975";"09.03.2015"
"1165";"24183523,08";"27989";"10.03.2015"
"1166";"20869445,84";"23901";"11.03.2015"
"1167";"24553819,03";"31354";"12.03.2015"
"1168";"26923419,52";"38389";"13.03.2015"
"1169";"26090141,04";"39552";"14.03.2015"
"1170";"10190065,26";"15185";"15.03.2015"
"1171";"50779133,48";"84945";"16.03.2015"
"1172";"55208151,21";"92668";"17.03.2015"
"1173";"57490672,15";"97061";"18.03.2015"
"1174";"57333803,43";"96814";"19.03.2015"
"1175";"62143455,25";"105607";"20.03.2015"
"1176";"49354719,05";"82856";"21.03.2015"
"1177";"11236543,44";"18519";"22.03.2015"
"1178";"58148206,95";"98175";"23.03.2015"
"1179";"58003308,29";"96549";"24.03.2015"
"1180";"56152690,72";"90682";"25.03.2015"
"1181";"44337737,42";"70025";"26.03.2015"
"1182";"39847419,48";"62365";"27.03.2015"
"1183";"32283636,67";"50599";"28.03.2015"
"1184";"9064235,83";"14106";"29.03.2015"
"1185";"48337371,23";"74041";"30.03.2015"
"1186";"43266857,64";"61726";"31.03.2015"
"1187";"29963552,35";"35775";"01.04.2015"
"1188";"22734277,95";"25816";"02.04.2015"
"1189";"20939916,08";"23403";"03.04.2015"
"1190";"16173452,13";"18715";"04.04.2015"
"1191";"4264348,6";"5327";"05.04.2015"
"1192";"21287743,58";"22762";"06.04.2015"
"1193";"18124375,69";"19454";"07.04.2015"
"1194";"17258049,29";"18688";"08.04.2015"
"1195";"15638871,14";"17637";"09.04.2015"
"1196";"20774870,41";"26436";"10.04.2015"
"1197";"16677048,15";"22265";"11.04.2015"
"1198";"3550326,02";"4718";"12.04.2015"
"1199";"27079961,95";"41016";"13.04.2015"
"1200";"31525895,61";"51633";"14.04.2015"
"1201";"42645829,29";"72733";"15.04.2015"
"1202";"47443377,57";"83326";"16.04.2015"
"1203";"53066376,03";"97586";"17.04.2015"
"1204";"45729653,7";"83377";"18.04.2015"
"1205";"10144229,31";"17401";"19.04.2015"
"1206";"61166179,22";"111423";"20.04.2015"
"1207";"56926219,65";"99985";"21.04.2015"
"1208";"50687839,89";"88127";"22.04.2015"
"1209";"45200589,63";"77397";"23.04.2015"
